Model,WER,MER,WIL,Substitutions,Deletions,Insertions,Hits,Total_Words_in_Reference,Total_Files_Matched
large-v3,0.6257281553398059,0.500971628449281,0.6614558178502785,1134,418,1026,2568,4120,50
